Issue Type,Summary,Description,Status,Updated,Created,Comments,Comments.1,Comments.2,Comments.3,Comments.4,Comments.5,Comments.6,Comments.7,Comments.8,Comments.9,Comments.10,Comments.11,Comments.12,Comments.13,Issue key,Issue id,hours
Story,[CL][PPL][Estimacion][Walmart - Generacion de reporte diario parte 2],"h2. Description

|*Nombre*|*RUT/RUC/NIT*|
|s150 Administradora Supermercados Hiper Ltda.|76134941-4|
|s151 Administradora Supermercados Express Ltda.|76134946-5|
|s157 Walmart Chile Mayorista Ltda.|76232647-7|
|s107 Abarrotes económicos S.A.|76833720-9|
|s260 EKONO LIMITADA|76473580-3|

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Se solicita estimar HH para generar 2 reportes personalizados por RUT todos los días a una hora por configurar que tenga los siguientes campos

uno de los reportes debe contener todos los DTE excepto guias de despacho y el otro debe contener solo guias de despacho

Considerar entregar la información a través de una de dos opciones diferentes

# SFTP de Walmart (Se esta validando la opcion de mover de manera manual el reporte al SFTP, tarea que realizaría el equipo de soporte)
# Bucket GCP (Google Cloud Platform) donde ellos entregaran credenciales, comparto documentación
[https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-java|https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-java]
[https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-python|https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-python]

Sin importar cual sea el método de entrega la estructura del directorio será:

<storage_base_finanzas>/<sub_dominio_walmart><fecha_foto_datos:yyyyMMdd><RUT_formato>/*.csv

Considerar que este reporte debe instalarse en 2 servidores

[http://walmartchile.paperless.cl/Facturacion/inicio.jsp|http://walmartchile.paperless.cl/Facturacion/inicio.jsp]

[https://walmart.paperless.cl/Facturacion/|https://walmart.paperless.cl/Facturacion/]

+*Datos necesarios reportes*+

RUT EMISOR

NUMERO LOCAL

CAJA

TIPO DTE

FOLIO

RUT RECEPTOR

RAZON SOCIAL

FECHA INGRESO

FECHA EMISION

MONTO IVA

MONTO EXENTO

MONTO NETO

MONTO TOTAL

TASA IVA

ESTADO SII

DESC ESTADO SII

*SG asociado a cada boleta: Ejemplo:* DetPersonAFN_01>[MUNDOLIDER.CO|http://mundolider.com/] 511015557470000</DetPersonAFN_01 este ultimo campo es un personalizado

Estimación anterior
[https://sovos.atlassian.net/browse/CESQ-3733|https://sovos.atlassian.net/browse/CESQ-3733|smart-link]",Complete,8/22/2024 16:52,8/20/2024 11:08,"22/Aug/24 9:26 AM;5ebc596086d01b0b7d52c146;Se adecuan las horas en cambio a SFTP de cliente



|ACTIVIDAD|HH|
|Creación de reporte emitidos Sftp Cliente|55|
|Creación proceso retroactivo|9|
|Creación de proceso de ejecusión automatico|14|
|Separar Reportes DTE y Guias|9|
|Creacion estructura carpetas|9|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|2|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|2|
|TOTAL|106|",,,,,,,,,,,,,,CESQ-3744,2447755,106
Story,[CL][UAT][ESMAX] Factibilidad/Estimación de Método Consult consulta de folios,"*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados,

Se solicita factibilidad a requerimiento de cliente Esmax en donde consulta por un método personalizado al que pueda solicitar la cantidad de folios disponibles para “x” tipo de documento en una determinada empresa.

Vale decir que la respuesta del método le entregue los valores que se visualizan en el portal:



En donde la consulta se manejaría de la siguiente forma:

*RutCompany:* RUT de la empresa que desea consultar los folios.
*login:* credencial de acceso simil a la del portal.
*pass:* credencial de acceso simil a la del portal.
*param:* tipo de documento a consultar disponibilidad de folios.

Y donde la respuesta esperada sea:

Para “x” (tipo de documento) existen “y” folios disponibles.

Quedamos atentos a información adicional necesaria.

Saludos!",Complete,8/15/2024 9:42,8/9/2024 12:35,"15/Aug/24 9:41 AM;5ebc5bd3f235020b843a89ef;[~accountid:60a73cdd2009f10068da598e] ,

Es compleja la implementación de algo asi por lo delicado del tema de conteo de folio pero si es en base a lo que muestra la plataforma se podria hacer solo esto aplica para el servidor donde se emiten los documentos y si foliamos nosotros.

|ACTIVIDAD|HH|
|Constucción de WS Consult|36|
|Construcción de Querys optimizadas BD|26|
|Toma de Requerimientos (Reuniones con SC)|2|
|Pruebas Unitarias|6|
|Compilación y aprobación de código|2|
|*TOTAL*|*72*|",15/Aug/24 9:42 AM;5ebc5bd3f235020b843a89ef;Se envio estimación,,,,,,,,,,,,,CESQ-3737,2438711,72
Story,[CL][PPL][Estimacion][Walmart - Generacion de reporte diario],"|*Nombre*|*RUT/RUC/NIT*|
|s150 Administradora Supermercados Hiper Ltda.|76134941-4|
|s151 Administradora Supermercados Express Ltda.|76134946-5|
|s157 Walmart Chile Mayorista Ltda.|76232647-7|
|s107 Abarrotes económicos S.A.|76833720-9|
|s260 EKONO LIMITADA|76473580-3|

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Se solicita estimar HH para generar 2 reportes personalizados por RUT todos los días a una hora por configurar que tenga los siguientes campos

uno de los reportes debe contener todos los DTE excepto guias de despacho y el otro debe contener solo guias de despacho

Considerar que este reporte debe instalarse en 2 servidores

[http://walmartchile.paperless.cl/Facturacion/inicio.jsp|http://walmartchile.paperless.cl/Facturacion/inicio.jsp]

[https://walmart.paperless.cl/Facturacion/|https://walmart.paperless.cl/Facturacion/|smart-link]

Considerar entregar la información a través de un SFTP propio

+*Datos necesarios reportes*+

NUMERO LOCAL

CAJA

TIPO DTE

FOLIO

RUT RECEPTOR

RAZON SOCIAL

FECHA INGRESO

FECHA EMISION

MONTO IVA

MONTO EXENTO

MONTO NETO

MONTO TOTAL

TASA IVA

ESTADO SII

DESC ESTADO SII

*SG asociado a cada boleta: Ejemplo:* DetPersonAFN_01>[MUNDOLIDER.CO|http://MUNDOLIDER.COM] 511015557470000</DetPersonAFN_01 este ultimo campo es un personalizado",Complete,8/7/2024 16:58,8/6/2024 17:23,"07/Aug/24 10:26 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc5cf14e41b90b7b563350] [~accountid:5e1643c0d5227b0e9d981cb3] ,

Enviio estimación:

|ACTIVIDAD|HH|
|Creación de reporte emitidos Sftp SOVOS|48|
|Creación proceso retroactivo|9|
|Creación de proceso de ejecusión automatico|14|
|Separar Reportes DTE y Guias|9|
|Creacion estructura carpetas|9|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|2|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|2|
|*TOTAL*|*99*|",07/Aug/24 10:26 AM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,,,,,,,,,,,,,CESQ-3733,2434494,99
Story,[INTCOMEX][PER] ESTIMACIÓN DESARROLLO DE FILTRO JSON,"Se requiere la estimación de un filtro para nuestro prospecto INTCOMEX, quienes enviaran sus documentos vía SFTP y web services.

Se adjuntan archivos ejemplo por cada documento. (TXT para Factura Boleta, NC y ND) y XML para Comprobante de retención

Queda pendiente formato para GRE

[^20254507874-20-R00L-00003308.xml]
[^O-20254507874-NDF-FD0L-00004221.txt]
[^O-20254507874-NCF-FC0L-00071140 1.txt]
[^O-20254507874-FAC-F00L-00811314 1.txt]
[^O-20254507874-BOL-B00L-00030080.txt]",Complete,8/5/2024 14:37,8/2/2024 10:24,"05/Aug/24 2:37 PM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc5ef996bbcb0b85b650ea] ,

La estimacion es:

|ACTIVIDAD|HH|
|Creación de jar nuevo|5|
|Mapeo de datos(5 DTE)|50|
|Creación de logica|25|
|Toma de Requerimientos (Reuniones con SC)|2|
|Pruebas Unitarias|6|
|Compilación y aprobación de código|2|
|*TOTAL*|*90*|

Es muy importante enviar el archivo de intercambio donde se indique de donde obtener cada dato para el desarrollo.",05/Aug/24 2:37 PM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,,,,,,,,,,,,,CESQ-3729,2431011,180
Story,[Colombia][HP] - Estimación para agregar campos adicionales a Reportes Exportados,"*Cliente solicitante*:
RUC: 900.824.185-5 - HP Colombia S.A.S.
*Integración*: Cloud
*Descripción del requerimiento*:
Se requiere agregar campos adicionales a los reportes que actualmente se descarga en formato “CSV y TXT” de la de las rutas:

* “*Gestión Documental / Documentos Expedidos”*, en el servidor eServer, se solicita que se incluya los siguientes campos:

||*Campos*||*Tag XML de donde obtenerlo*||
|Moneda origen de la factura|De:
* ../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/MonedaCop
O de:
* /Invoice/cac:PaymentExchangeRate/ cbc:TargetCurrencyCode|
|Tasa de cambio|De:
* Text name=""TRM"" o
O de:
* /Invoice/cac:PaymentExchangeRate/ cbc:CalculationRate|
|Total antes de IVA en Pesos|/Invoice/LegalMonetaryTotal/cbc:LineExtensionAmount|
|IVA en Pesos|Invoice/cac:TaxTotal/cbc:TaxAmount|
|Total antes de IVA en dolares|De:
* Text name=""TotalAntesImpuestoUSD""
O de:
* ../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/SubTotalCop|
|IVA en Dolares|De:
* Text name=""TotalIVAUSD""
O de:
* ../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/TotIvaCop|
|Nota de credito Referenciada  o no referenciada|CreditNote/cbc:CustomizationID|
|Codigo tipo de nota de credito|CreditNote/cac:DiscrepancyResponse/cbc:ResponseCode|
|Codigo de tipo de IVA (Gravado, Excento, Excluido o no gravado|Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID|
|Eventos de Acuse DIAN|Se debe listar los acuses DIAN que correspondan al documento.|



* “*Gestión Documental / Documentos Radicados”,* en el servidor eServer, se solicita que se incluya los siguientes campos:

||*Campos*||*Tag XML de donde obtenerlo*||
|Moneda origen de la factura|De:
* ../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/MonedaCop
O de:
* /Invoice/cac:PaymentExchangeRate/ cbc:TargetCurrencyCode
*|
|Tasa de cambio|De:
* Text name=""TRM"" o
O de:
* /Invoice/cac:PaymentExchangeRate/ cbc:CalculationRate|
|Total antes de IVA en Pesos|/Invoice/LegalMonetaryTotal/cbc:LineExtensionAmount|
|IVA en Pesos|Invoice/cac:TaxTotal/cbc:TaxAmount|
|Total antes de IVA en dolares|../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/SubTotalCop|
|IVA en Dolares|../ext:UBLExtension/ext:ExtensionContent/CustomTagGeneral/TotalesCop/TotIvaCop|
|Nota de credito Referenciada  o no referenciada|CreditNote/cbc:CustomizationID|
|Codigo tipo de nota de credito|CreditNote/cac:DiscrepancyResponse/cbc:ResponseCode|
|Codigo de tipo de IVA (Gravado, Excento, Excluido o no gravado|Invoice/cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cac:TaxScheme/cbc:ID|



*Criterio de Aceptación*
Se requiere su apoyo para validar si es factible el cambios solicitado y de ser factible estimar las horas necesarias para implementarla.",Complete,8/9/2024 13:01,7/31/2024 17:17,"09/Aug/24 1:00 PM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc58b49ce9ee0b89bb088f] ,

Se envia estimación solicitada:

*Para reporte de emitidos(Documentos Expedidos)*

|ACTIVIDAD|HH|
|Modificación reporte Emitidos(10 columnas adicionales)|59|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|*TOTAL*|*64*|

*Para reporte de recibidos (Documentos Radicados)*

|ACTIVIDAD|HH|
|Modificación reporte Recibidos(9 columnas adicionales)|40|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|*TOTAL*|*45*|",09/Aug/24 1:01 PM;5ebc5bd3f235020b843a89ef;Se envio estimacion,,,,,,,,,,,,,CESQ-3728,2429341,218
Story,[Peru][Cirion] - Factibilidad y estimación para validación de duplicidad,"*Cliente solicitante*:
RUC: 20252575457- Cirion Technologies Peru S.A.
*Integración*: MIXTO - Cloud (servidores SOVOS)

*Requerimiento*:
El cliente Cirion Technologies solicitar validar la factibilidad de implementar una validación para no generar duplicidad de documentos en la plataforma.

Flujo:

* Se envía a procesar un documento con un nombre específico, por ejemplo 100236142_DDMMYYYY_HHMMSS.txt
* El documento es procesado y *aprobado por la SUNAT* y se genera el PDF, los xml y el response file
* Se envía nuevamente a procesar el mismo documento 100236142_DDMMYYYY_HHMMSS.txt
* Se genera un response file indicando que un documento igual *ya ha sido procesado anteriormente*
* No se envía a la SUNAT



Consideraciones:

* Considerar que si el documento fue rechazado si pueda ser enviado nuevamente con las correcciones necesarias.
* La validación de duplicidad debe ser hecha en base a nuestro ID interno, que es la primera parte del nombre de archivo, antes del primer guión bajo (*_100236142_*__DDMMYYYY_HHMMSS.txt_) dicho valor también se muestra en el campo personalizado: *JFDocSplitId*



*Criterio de Aceptación*
Se requiere su apoyo para validar si es factible el cambios solicitado y de ser factible estimar las horas necesarias para implementarla.",Complete,7/26/2024 13:58,7/24/2024 19:26,"25/Jul/24 10:34 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc58b49ce9ee0b89bb088f] , ellos generan por sharedfolder standart?","25/Jul/24 12:00 PM;5ebc58b49ce9ee0b89bb088f;Hola [~accountid:5ebc5bd3f235020b843a89ef], ellos generan vía Sharefolder pero me parece que tienen una personalización para entregar los archivos de respuesta con una nomenclatura especial.","26/Jul/24 11:46 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc58b49ce9ee0b89bb088f] ,

La estimación para esto es:

|ACTIVIDAD|HH|
|Creación validación duplicidad documento|42|
|Creación de response file|12|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|2|
|*TOTAL*|*63*|",26/Jul/24 1:58 PM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,CESQ-3724,2422021,126
Story,[CL][UAT][UNIRED] Estimacion modificacion filtro personalizado Referencias,"*EMPRESA:* UNIRED S.A.
*RUT:* 76.063.653-3
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados,

Se solicita conocer estimación para la modificación del filtro personalizado del cliente para la emisión de DTE, en donde el cliente espera indicar más de una referencia (HES).

Actualmente envían archivo separado por “|” y esperan en la linea RE|1| informar las dos referencias:



Consulta adicional, si el cliente envia otra linea de referencia “RE|2|” el filtro permite generar la segunda referencia?

Quedamos atentos a información adicional necesaria.

Saludos!",Complete,7/25/2024 9:15,7/24/2024 18:13,"24/Jul/24 6:22 PM;5ebc5bd3f235020b843a89ef;[~accountid:60a73cdd2009f10068da598e] , falta información usa para los DTE dfiferentes de boletas filtro xsl por lo que revise en el codigo es necesarios los archivos de ese filtro.","25/Jul/24 9:14 AM;5ebc5bd3f235020b843a89ef;[~accountid:60a73cdd2009f10068da598e] , segun lo conversado con [~accountid:5ebc5cf14e41b90b7b563350] , se deberia generar una segunda referencia al enviar otra linea de referencia.",25/Jul/24 9:15 AM;5ebc5bd3f235020b843a89ef;Se envio informacion solicitada,,,,,,,,,,,,CESQ-3722,2421986,2
Story,[PE][ZARA]Evaluación hh para incluir 3 RUC en procesamiento XML ZARA,"Cliente : Holding Iberotex (ZARA) RUC: 20544353714
Servidor: [http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl|http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl]

CC. [~accountid:5b8fe116eddb082b8f1270ed] [~accountid:5ebc58b49ce9ee0b89bb088f]
Requerimiento:

Se solicita estimar las hh por lo siguiente requerimiento:

El holding Iberotex, solicita incorporar 3 nuevas sociedades que emitirán utilizando la WSDL que ya utilizan otras de sus sociedades que ya están en producción.

*wsdl UAT:* [*http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl*|http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl]

*wsdl PROD:* [*http://egw402.paperless.com.pe/axis2/services/OnlineZara?wsdl*|http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl]

Nuevas sociedades:
IBEROFASHION S.A.C. 20611596961
RETAIL MODA PERU S.A.C. 20611581956
UNIQUE RETAIL PERU S.A.C. 20611574445

*no hay que realizar cambios en cuanto al procesamiento de documentos, solo incluir los nuevos RUC.

El cliente indica que cuando obtiene errores de procesamiento de documentos por la WSDL, para regularizarlos utiliza la opción de carga manual que se encuentra en la plataforma",Complete,7/17/2024 10:52,7/15/2024 17:01,"15/Jul/24 5:13 PM;5b8fe116eddb082b8f1270ed;[surprised] Arevalo, Edgar reacted to your message:","16/Jul/24 5:42 PM;5ebc5fa50590bb0b7b624bb7;hola[~accountid:5ebc596086d01b0b7d52c146]

tu valioso apoyo con la estimación solicitada.

saludos

Omar

cc. [~accountid:5b8fe116eddb082b8f1270ed]","17/Jul/24 10:52 AM;5ebc596086d01b0b7d52c146;Omar


|ACTIVIDAD|HH|
|Extender filtro a 3 RUC|20|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|TOTAL|26|

No contempla cambios solo extender lo existente",,,,,,,,,,,,CESQ-3719,2413520,26
Technical Enhancement,[CHILE][ESTIMACION][DESARROLLO] HPE - Estimacion para nuevo campo en filtro S4,"Case #*04588229*



Estimados



Se requiere la estimacion de horas en desarrollo y test para el siguiente ajuste en el filtro S4 del cliente HPE:

* Agregar 1 campo personalizado a nivel de ITEM, este nuevo campo vendra en el cXML del cliente
* Debe aplicar a todos los tipos de dccumentos dentro del filtro..



Quedo atento a sus comentarios.



Saludos.",Complete,7/11/2024 11:28,7/11/2024 11:25,"11/Jul/24 11:28 AM;5ebc596086d01b0b7d52c146;Luis


|ACTIVIDAD|HH|
|Modificar filtro campo adicional|12|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|TOTAL|18|",,,,,,,,,,,,,,CESQ-3718,2407529,18
Story,[CL][PPL][Estimacion][Kaufmann - Metodo consult para listado de docs rechazados],"Cliente: Holding Kaufmann (25 ruts)

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Requerimiento:

El cliente solicita un método consult personalizado que devuelva todos los documentos emitidos rechazados en un rango de fechas junto con la URL del PDF de la forma

Tipo DTE|Folio|Fecha Emision|PDF
33|2166|2024-05-27|[http://asp4uat2.paperless.cl/Facturacion/PDFServlet?docId=57FQ40XxVPeVjubNhti3lg==|http://asp4uat2.paperless.cl/Facturacion/PDFServlet?docId=57FQ40XxVPeVjubNhti3lg==]
33|2167|2024-05-27|http://asp4uat2.paperless.cl/Facturacion/PDFServlet?docId=57FQ40XxVPfRyQODXIPyTw==

por favor indicar HH necesarias para realizar este desarrollo

Se adjunta documento con especificaciones del método, considerar excepciones[^Metodo Consult Rechazados por rango (aeed31cf-b115-4157-bb6f-1389025a3451).docx]

Quedamos atentos

Saludos!",Complete,7/10/2024 8:55,7/8/2024 17:28,"09/Jul/24 4:40 PM;5ebc596086d01b0b7d52c146;Esteban

A que se refieren con “{{número del método consult a utilizar,}}“
Que tipos de documentos ?","10/Jul/24 8:54 AM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] ,

La estimación solicitada:

|ACTIVIDAD|HH|
|Creación Consult retorna url PDF y Data|46|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|2|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|2|
|*TOTAL*|*56*|",10/Jul/24 8:55 AM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,,,,,,,,,,,,CESQ-3715,2405097,8
Story,[PE][ZARA]Evaluación funcionalidad procesamiento XML ZARA,"Cliente : ZARA
RUC: 20544353714
Servidor: [http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl|http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl]

CC. [~accountid:5b8fe116eddb082b8f1270ed] [~accountid:5ebc58b49ce9ee0b89bb088f]
Requerimiento:

*1-*Se solicita el análisis de la funcionalidad que tiene la plataforma de PERU para procesar los xml de la sociedad ZARA 20544353714

*wsdl:* [*http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl*|http://egw402qa.paperless.com.pe/axis2/services/OnlineZara?wsdl]

metodo: OnlineGenerationXML







el 7mo parametro corresponde al documento (XML).

necesitamos que se identifique que espera este parámetro un:

* string base 64
* string base 64 zipeado
* o xml puro

y también validar si es que el xml tiene que venir firmado o la plataforma lo firma.



*2*-Estimar la HH que implicaría habilitar una nueva WSDL para uso de este mecanismo de emisión pero que pueda ser utilizado (configurado) por otros clientes que lo soliciten.

Nombre propuesto: OnlineXML

{color:#ff5630}*actualmente la WSDL tiene nombre de OnlineZara y es probable que tenga la restricción para que solo la sociedad ZARA pueda utilizarlo.{color}",Complete,7/9/2024 17:38,7/8/2024 13:34,"09/Jul/24 9:55 AM;5ebc596086d01b0b7d52c146;Omar

Este es un WSDL customizado y recibe como parametro un strin en base64.

Sobre “Estimar la HH que implicaría habilitar una nueva WSDL para uso de este mecanismo de emisión pero que pueda ser utilizado (configurado) por otros clientes que lo soliciten.“ esto es por cliente pues es un userexit no podemos agregar algo general si desean un ws OnligenrationXML deben solicitarlo a producto para que sea incorporado al metodo Online como los demas standar.

Saludos","09/Jul/24 11:06 AM;5ebc5fa50590bb0b7b624bb7;Hola [~accountid:5ebc596086d01b0b7d52c146] [~accountid:5b8fe116eddb082b8f1270ed]

según lo coordinado se llegaron a las siguientes conclusiones:

-Este es un WSDL customizado y que recibe en el parametro XML un string en base64.

-Zara es quien ingresa los datos de la serie y correlativo como parámetros de generación, por lo que se entiende que el XML no viene firmado y es la plataforma quien lo realiza.



Con respecto a replicar esta funcionalidad para otro cliente que lo solicite y se incluya un tipo de documento adicional. La cantidad de hh a tener en cuenta es de 60hh.

Saludos

Omar","09/Jul/24 5:38 PM;5ebc596086d01b0b7d52c146;Correcto Omar , ahi nos cuentas
saludos",,,,,,,,,,,,CESQ-3714,2404875,60
