Summary,Description,Status,Updated,Created,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Issue key,Issue id
CHILE - UANDES- ESTIMACION HHS MIGRACION DE SERVIDOR GW A CLOUD CLIENTE,"*Empresa*: Universidad de los Andes
*Rut*: 71614000-8

*Integracion*: Mixto (BO) , Generacion Online , Folia Sovos , filtro standar

*Descripcion*

Cliente desea estimar factibilidad y hhs de trabajo para migrar servidores Linux de QA y PRD actualmente en su red a GW Cloud entregado por cliente 

para ello Considerar:

* Agentes PRD 

!image-20250702-204130.png|width=1122,height=252,alt=""image-20250702-204130.png""!

* Filtro : revisar filtro actualmente operativo ,  de revision preliminar detectamos que cliente tiene carpeta filters 

!image-20250702-203154.png|width=347,height=48,alt=""image-20250702-203154.png""!

pero en tabla otfilter tiene configurada un filtro ( Se adjunta filtro) 


{noformat}PPLDTE=# select * from otfilters order by 1;
 ofid | ofcoid | ofdoctype |                  ofbatchiteratorclass                  |                  ofsubbatchiteratorclass                  |                   ofunitfilterclass                    |                            ofunitprocessor                            | offiltertype
------+--------+-----------+--------------------------------------------------------+-----------------------------------------------------------+--------------------------------------------------------+-----------------------------------------------------------------------+--------------
   -3 |      2 |        11 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
   -2 |      2 |         2 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
   -1 |      2 |         1 | cl.paperless.generation.filters.impl.BatchIteratorImpl | cl.paperless.generation.filters.impl.SubBatchIteratorImpl | cl.paperless.generation.filters.impl.DocUnitFilterImpl | cl.paperless.generation.filters.impl.UnitProcessorContainerImpl       |            2
    4 |      2 |         1 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
    5 |      2 |         2 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
    6 |      2 |        11 | cl.paperless.R71614000.dte.UANDESBatchIterator         | cl.paperless.R71614000.dte.UANDESSubBatchIterator         | cl.paperless.R71614000.dte.UANDESUnitFilter            | cl.paperless.generation.filters.impl.UnitProcessorContainerLegacyImpl |            1
(6 rows){noformat}

* Modo Impresion : de acuerdo a lo revisado se utiliza el agente Distributor  (impresoras configuradas en CUPS) 

{noformat}2024-11-21 13:46:10.220 [INFO ] - FolderChannelRuleEvaluator.processRule --> Resultado Evaluacion Regla de Destino: //sii:*/sii:Personalizados/sii:DocPersonalizado/sii:campoString[.='P437'] true
2024-11-21 13:46:10.221 [INFO ] - FolderChannelRuleEvaluator.processRule --> Procesando Documento.
2024-11-21 13:46:10.221 [INFO ] - Numero de resolucion : 94
2024-11-21 13:46:10.222 [INFO ] - PDFGenerator.generatePDF --> Generando Reporte
2024-11-21 13:46:10.293 [INFO ] - PDFGenerator.generatePDF --> Reporte Generado con exito!.
2024-11-21 13:46:10.293 [INFO ] - PDFGenerator.generatePDF --> Guardando en disco PDF Generado, path : /home/ppldte/temp/rep7171359045448627350.pdf
2024-11-21 13:46:10.304 [INFO ] - Estructura de directorio creada (sync): /Storages/4.0/Distribucion/71614000/2024/11/21
2024-11-21 13:46:10.304 [INFO ] - Storage.write() --> escribiendo 71614000/2024/11/21/PDFGen_rep7171359045448627350.pdf en Directorio tipo Archivo: /Storages/4.0/Distribucion/71614000/2024/11/21/PDFGen_rep7171359045448627350.pdf
2024-11-21 13:46:10.305 [INFO ] - TIEMPO IMPRESION : 0
2024-11-21 13:46:10.305 [INFO ] - Imprimiendo -> /home/ppldte/command/print.sh P437 1 /home/ppldte/temp/rep7171359045448627350.pdf
2024-11-21 13:46:10.306 [INFO ] - sleep : 0
2024-11-21 13:46:10.307 [WARN ] - Problema al registrar proceso de Distribucion en tabla 'docchannel'... no se generaran reportes
2024-11-21 13:46:10.307 [INFO ] - Recibiendo parametros metodo updateStatus =1 aStatusMessage=Documento distribuido exitosamente!.
2024-11-21 13:46:10.330 [INFO ] - ==> Eliminando Documento AgeDocid : 1676038 de la tabla agedistrib
2024-11-21 13:46:10.355 [INFO ] - DocumentProcessor.processDocument --> Documento procesado con Exito.{noformat}


*Consideraciones*
- Considerar instalacion release actualizado (GW QA - PRD) , se mantiene SSOO y BBDD (Posgresql con una version actualizada)
- Considerar posible problema en desarrollos (si es que aplica) producto del cambio de release (Indicar si es necesario un ticket CESQ para revisar mas en detalle)
- Considerar que por requisito sovos la comunicacion entre GW y Server sera realizado por https  
- Considerar Acompañamiemiento en pruebas
- Considerar ayuda con creación de Cut-Over
- No contempla migracion de documentos en QA - en PRD SI ( este ultimo depende de lo que se acuerde en proyecto con cliente) 

+Conexiones+
conectarse a poller y luego saltar a ssh 172.16.3.24 -lppldte , para produccion la clave es ppl123

TUNEL QA

ssh [ppl2@10.255.40.36|mailto:ppl2@10.255.40.36]  -L6789:localhost:9876

ssh [ppldte@172.16.3.24|mailto:ppldte@172.16.3.24] -L9876:172.16.3.23:8080

TUNEL PROD

ssh [ppl2@10.255.40.36|mailto:ppl2@10.255.40.36]  -L6789:172.16.3.24:8080",Done,02/Jul/25 6:05 PM,02/Jul/25 5:00 PM,"02/Jul/25 6:04 PM;5ebc5e6cad226b0ba456526d;|Item|HH|
|Instalacion APP - nuevo Release (QA/PRD)|8|
|Instalacion PostgreSQL (QA/PRD)|10|
|Migracion data BBDD y Storage (QA/PRD)|10|
|HH desarrollo por actualizacion release|5|
|testing|7|
|hypercare|7|
|Total|47|",,,,,,,,,PSTC-27714,2702623
CHILE - DERCO- ESTIMACION HHS MODIFICACION PLANTILLAS ,"*Empresa:* Derco Chile Repuestos S.P.A
*Rut:* 94340000-8
*Integracion*: Mixto BO
*Tipos de documentos de alcance:* Factura Afecta , Factura Exenta , Factura de Compra , Boleta Afecta, Guia de Despacho, Nota de Debito, Nota de Credito, Set Exportacion (Factura Exp, NC Exp, ND Exp)

*Descripcion*

Se solicita estimar esfuerzos para cambiar de dirección, en todas las plantillas de alcance:

*Debe ser*: Nueva de Lyon 145
*Es*: Nueva de Lyon 143

!image-20250630-205412.png|width=1477,height=716,alt=""image-20250630-205412.png""!

!image-20250630-205437.png|width=1437,height=343,alt=""image-20250630-205437.png""!


*Consideraciones*

Considerar Instalacion de Servidores en QA y PRD ( Server  y GWs) 
Considerar entrega de muestras por cada tipo de documento 

Server PRD:  [https://ereceipt-cl-sr02.sovos.com/Facturacion/|https://ereceipt-cl-sr02.sovos.com/Facturacion/]     (Retail2)
GW PRD: 10.245.1.15


Server QA: [https://ereceipt-cl-s01-uat.sovos.com/Facturacion/|https://ereceipt-cl-s01-uat.sovos.com/Facturacion/]   
Gw BO QA : 10.245.2.15",Done,24/Jul/25 1:29 PM,01/Jul/25 6:16 PM,"03/Jul/25 12:20 PM;5ebc5e6cad226b0ba456526d;Se estima en 6 HH:
4 hh para el cambio en las plantillas
2 HH rescate e instalacion",,,,,,,,,PSTC-27710,2700801
[MX][Estimacion][Reachcore][Zurich Aseguradora] Ajustes a plantilla PDF,"Cliente:  ZURICH ASEGURADORA MEXICANA

Producto: Reachcore

Servicio: Sovos eInvoice – Mexico. Integración por Servicio Web

Solicitud: Me pueden ayudar a estimar los siguientes ajustes solicitados por el cliente, por favor





Cambio en oat en la representación gráfica tenemos texto estático los cuales queremos cambiarlos a dinamicos.

 Marco de color amarillo en la imagen los queremos cambiar a variables dinámico en el apartado de adanda en la petición que tenemos con ustedes:

[^RC_Service Request Form_oficial (8).docx]

[^800008.pdf] 

Recomendación del cambio para que no sean estáticos estas variables

Mandarlo en el apartado de la adenda como hoy se hace :

Ejemplo:

<addendaDatos

referenciaBancaria=""Referencias Bancarias”, clave1= “Clabe:” clave2= “Clabe:”, FeLimite=”Fecha Limite”,referencia1=”Referencia:”, referencia2=”Referencia:”,>",Done,30/Jun/25 11:47 AM,27/Jun/25 3:12 PM,"30/Jun/25 11:47 AM;6317db979794410874c743c8;Se anexa la estimación solicitada

|ACTIVIDAD|HH|
|Cambiar los sguientes campos de estaticos a dinamicos
-Referencias Bancarias
-clave1
-clave2
-Fecha Limite
-referencia1
-referencia2|3|
|Pruebas y muestras|1|
|Instalacion QA|0.5|
|Instalacion PRD|0.5|
|Total|5|",,,,,,,,,PSTC-27686,2695659
CHILE - DERCO-  ESTIMACION HHS Agregar Fecha de corte plantillas  DERCOPARTS,"*Empresa:* Derco Chile Repuestos S.P.A
*Rut:* 94340000-8
*Integracion*: Mixto BO
*Tipos de documentos de alcance:* Factura Afecta , Factura Exenta , Factura de Compra , Boleta Afecta, Guia de Despacho, Nota de Debito, Nota de Credito, Set Exportacion (Factura Exp, NC Exp, ND Exp)

*Descripcion*
Se solicita estimar hhs para agrega fecha de corte en plantillas de rut de alcance 

*Consideraciones*
Considerar entrega de muestras 
Considerar 

Server QA: [https://ereceipt-cl-s01-uat.sovos.com/Facturacion/|https://ereceipt-cl-s01-uat.sovos.com/Facturacion/]   
Gw BO QA : 10.245.2.15

Server PRD: Retail2
GW BO PRD:  10.245.2.15",Done,24/Jun/25 2:18 PM,24/Jun/25 12:16 PM,"24/Jun/25 12:59 PM;5ebc5e6cad226b0ba456526d;|Item|HH|
|Configuracion fecha de corte|3|
|Obtencion/instalacion plantillas|1|
|Total|4|",,,,,,,,,PSTC-27633,2690101
[MX][estimacion][Reachcore][Cardif] modificación addenda Cardif,"Cliente: Cardif México Seguros Generales

Producto: Reachcore

Servicio: Sovos eInvoice – Mexico. Integración por Archivo de Integración

Solicitud: Se requiere la estimación para ajustar la addenda ECCCardif, agregando 3 lineas de concepto adicionales (Marcadas en verde y negro)

Documentación actual de la addenda: [https://oat.reachcore.com/docs/Addendas/Details/d99968a6-6cb4-ed11-8285-0e5c645de45d|https://oat.reachcore.com/docs/Addendas/Details/d99968a6-6cb4-ed11-8285-0e5c645de45d|smart-link] 

[^Ejemplo Plantilla.xlsx]

",Done,27/Jun/25 4:39 PM,23/Jun/25 7:13 PM,"24/Jun/25 8:01 AM;5ebc5e6cad226b0ba456526d;Hola [~accountid:602f01ecdb8be9006919d91c], favor indicar el id proyecto en Salesforce para poder imputar las horas correspondientes a la actividad.  ","24/Jun/25 10:03 AM;602f01ecdb8be9006919d91c;Hola [~accountid:5ebc5e6cad226b0ba456526d] una disculpa, me faltó aclarar, son estimaciones, aún no hay proyecto. Saludos","27/Jun/25 4:38 PM;6317db979794410874c743c8;Anexo la estimación solicitada

|Actividad|HH|
|Identificar documentos de referencia y ambiente a trabajar|0.5|
|Agregar en Addenda 3 nodos en las posiciones definidas
-Addenda|ECCardif|10|Participación de utilidades BAU||0|0|0|0
-Addenda|ECCardif|15|Participación de utilidades BAU||0|0|0|0
-Addenda|ECCardif|22|Participación de utilidades BAU||1797940.33|0|0|0|3|
|Pruebas y Muestras|2|
|Carga de Templates al ambiente de UAT|0.5|
|Carga de Templates al ambiente de UAT|0.5|
| | |
|Total|6.5|",,,,,,,PSTC-27628,2689555
CHILE - ESTIMACION - SERVICIOS GESAT - CREACION DE 2 NUEVAS SOCIEDADES HOMOLOGADAS A LA SOCIEDAD SERVICIOS GESAT,"CLIENTE: SERVICIOS GESAT RUT: 78902370-0
SERVIDOR: eGateway y Retail4
Ambiente: QA
Salesforce*:* *ADMIN*
Tarea: Work Estimation

DETALLE:
Cliente solicita la creación de 2 nuevas sociedades para trabajar en la plataforma Paperless, para ello se solicita la estimación que considere habilitar ambas sociedades, tanto en QA, como en Producción, las que deberán quedar homologadas a la operación que actualmente realiza la sociedad SERVICIOS GESAT RUT: 78902370-0. 

Se usarán mismos layout, misma forma de imprimir, misma forma de foliar, impresoras compartidas cups, etc. 

Estarán en mismo servidor GW en la nube de Google.",Done,05/Aug/25 12:56 PM,16/Jun/25 2:38 PM,"18/Jun/25 1:50 PM;5ebc5e6cad226b0ba456526d;adjunto estimacion:
No se contempla certificacion, solo contempla lo indicado en el siguiente recuadro.

|Item|HH|
|Configuracion 2 ruts EGW + Eserver (QA/PRD)|16|
|Creacion plantillas a partir de otro rut|14|
|configuraciones adicionales|4|
|testing/hypercare|7|
|Total|41|",,,,,,,,,PSTC-27567,2684853
[CL][PPL][Estimacion][Melon - Ajuste e instalacion de plantillas nuevo personalizado],"Cliente: Melon SA 76109779-2

Ambiente Server y GW

PM: [~accountid:5ebc5cf14e41b90b7b563350] 

TipoDTE: 

* 33 caso Hormigones
* 52 caso Hormigones

Requerimiento:

Se solicita estimar las HH necesarias para ajustar las plantillas de Melon SA para mostrar un nuevo personalizado que será agregado al filtro 

Este personalizado es solo para plantillas dentro de la carpeta “HORMIGONES”

!image-20250613-152831.png|width=973,height=456,alt=""image-20250613-152831.png""!

Considerar instalación en GW y Server tanto QA cómo PRD

Quedamos atentos

Saludos!",Done,16/Jun/25 11:49 AM,13/Jun/25 11:30 AM,"16/Jun/25 11:49 AM;5e1643b63e586d0dafec4300;Se realiza revisión de solicitud y se calcula la siguiente estimación:

|*ACTIVIDAD* |*HH* |
|Extracción template desde PRD (o donde esten las ultimas) |1 |
|Modificación de templare |2 |
|Muestras  |1 |
|Ajustes |1 |
|Carga en QA |1 |
|Carga en PRD |1 |
|*TOTAL* |*7* |

Saludos.",,,,,,,,,PSTC-27544,2683072
[CL][UAT][CLARO COMUNICACIONES] Estimacion para modificación de plantillas y mailing,"*EMPRESA:* Claro Comunicaciones S.A.
*RUT:* 94675000-K
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]
*TICKET ESTIMACION PDF ANTERIOR:* [https://sovos.atlassian.net/browse/PSTC-26500|https://sovos.atlassian.net/browse/PSTC-26500|smart-link] 
*TICKET ESTIMACION MAILING ANTERIOR:* [https://sovos.atlassian.net/browse/PSTC-26804|https://sovos.atlassian.net/browse/PSTC-26804|smart-link] 

Estimados,

Se solicita de su estimación para la modificación de todos los PDF que hoy maneja Claro Comunicaciones en su canal de emisión DTH, tanto para emisiones por spool como por WS como tambien el reemplazo del mailing actual.

+*MODIFICACIÓN DE PLANTILLAS*+

Estas plantillas se deben desplegar siempre y cuando:

* Emisiones por spool:
** En el XML el campo personalizado “NombreCanal” indique el valor “DTH”

* Emisiones por WS:
** En el XML el campo personalizado “Template” indique el valor “DTH”

Las modificaciones que se harán en estas plantillas corresponden a:

* Modificación de logo.
* Colores de los documentos.
* Modificación de 2da hoja (lugares y medios de pago)

Los documentos que considera son: boleta afecta, factura afecta y nota de crédito.

Y aplica para todas las vistas disponibles por tipo de documento (39, 33 y 61).
Ejemplo de vistas en boleta que deben considerarse en la estimación:
BOLETAFULL
BOLETAFULL DETALLE
CONSULT
TEST

+*MODIFICACIÓN DE MAILING*+

Reemplazar el mailing actual por el correspondiente a TUVES, donde cliente debe proveer el html a reemplazar, este mailing se debe levantar cuando:

* Emisiones por spool:
** En el XML el campo personalizado “NombreCanal” indique el valor “DTH”
* Emisiones por WS:
** En el XML el campo personalizado “Template” indique el valor “DTH”



Adjunto las visualizaciones que poseemos actualmente, de todas formas las modificaciones a las plantillas refieren a las indicadas en este ticket (mismo que evaluacion anterior).

Quedamos atentos.

Saludos!",Done,13/Jun/25 10:58 AM,10/Jun/25 5:39 PM,"11/Jun/25 6:51 PM;5ebc57aaf235020b843a6f2d;Mario, 

segun lo que entiendo, la diferencia de este ticket a los otros, es que ahora se modificarian plantillas y no que se creen plantillas nuevas, por lo que para esto se necesita lo siguiente:

||*ACTIVIDAD*||*HH*||
|Extracción de plantillas desde PRD|1|
|Modificación de plantillas jasper|4|
|Modificación de plantillas PPL (el cliente debe entregar los pdf’s base)|5|
|Modificación de mailing (el cliente debe entregar los html)|4|
|Muestras|2|
|Ajustes|4|
|Carga y configuracionde plantillas en QA (jasper, ppl, mailing)|2|
|Carga y configuracionde plantillas en PRD  (jasper, ppl, mailing)|2|
|*TOTAL*|*24*|

Adjunto los pdf base actuales de DTH.

[^DTH_Detalle_pag2.pdf]
[^DTH_Detalle_pag1.pdf]

Saludos.-","13/Jun/25 9:56 AM;60a73cdd2009f10068da598e;Hola Anita, 

Considerar en la estimación lo siguiente:

* Modificación de bloques informativos, que corresponde a sección Canales de atención en hoja1.

!image-20250613-135549.png|width=621,height=557,alt=""image-20250613-135549.png""!","13/Jun/25 10:58 AM;5ebc57aaf235020b843a6f2d;Mario, 

segun lo solicitado quedaria de la siguiente forma:

||*ACTIVIDAD*||*HH*||
|Extracción de plantillas desde PRD|1|
|Modificación de plantillas jasper|6|
|Modificación de plantillas PPL (el cliente debe entregar los pdf’s base)|5|
|Modificación de mailing (el cliente debe entregar los html)|4|
|Muestras|2|
|Ajustes|4|
|Carga y configuracionde plantillas en QA (jasper, ppl, mailing)|2|
|Carga y configuracionde plantillas en PRD  (jasper, ppl, mailing)|2|
|*TOTAL*|*26*|

Saludos.-",,,,,,,PSTC-27515,2679674
CL - VTR - ESTIMACION PLANTILLAS,"Cliente:

|VTR Comunicaciones SpA|76114143-0|

Integración: Full ASP

[~accountid:60a73cdd2009f10068da598e] 



Estimados, 



Por favor se solicita estimar:



Se requiere modificar las plantillas de *clientes móvil de VTR* para el rut *76114143-0, VTR Comunicaciones SpA*

Se debe agregar una glosa en todas las *plantillas vigentes de clientes móvil* para los tipos de documento, *boletas, facturas y NC.*

En el caso de las NC, se debe confirmar si las plantillas son las mismas para el tipo de servicio fijo y móvil, de ser asi se agregará una glosa genérica, de lo contrario sólo se modificará la plantilla móvil.

La glosa exacta se confirmará en la etapa de diseño, pero no será mas de 1 línea de texto.

 ",Done,10/Jun/25 4:44 PM,10/Jun/25 1:57 PM,"10/Jun/25 3:54 PM;5ebc57aaf235020b843a6f2d;Katina, 

para este cambio se necesita de lo siguiente:

||*ACTIVIDAD*||*HH*||
|Extraer plantillas desde PRD|1|
|Modificación de plantillas Jasper|2|
|Modificación de plantillas PPL|5|
|Muestras|1|
|Ajustes|2|
|Carga de plantillas en QA|1|
|Carga de plantillas en PRD|1|
|*TOTAL*|*13 HH*|

Saludos.-","10/Jun/25 4:18 PM;5ebc5cf14e41b90b7b563350;[~accountid:5ebc57aaf235020b843a6f2d] 



El cliente solicita agregar:



 

Me acaban de informar que el requerimiento de modificar las plantillas agregando una glosa se amplió, no aplica solo para clientes móvil sino también para clientes fijo, es decir para toda la emisión que se realiza por el rut de VTR Comunicaciones 76114143-0, adjunto nueva versión del SR para su evaluación.

 

Además les comento que este cambio se requiere en producción el día 01/jul por lo que les solicito apoyo para cumplir con esa fecha.","10/Jun/25 4:44 PM;5ebc57aaf235020b843a6f2d;Katina, 

la nueva estimacion quedaria así, con las plantillas del canal fijo:

||*ACTIVIDAD*||*HH*||
|Extraer plantillas desde PRD|1|
|Modificación de plantillas Jasper|5|
|Modificación de plantillas PPL|10|
|Muestras|1|
|Ajustes|2|
|Carga de plantillas en QA|1|
|Carga de plantillas en PRD|1|
|*TOTAL*|*21 HH*|

Saludos.-",,,,,,,PSTC-27509,2679360
CHILE - AGUNSA - ESTIMACION DE HH'S  IMPLEMENTACION SET EXPORTACION CMC,"*Empresa*: CMC Shipping
*Rut*: 90596000-8
*Tipo De Integracion*:  Full ASP - Facturador Manual  
*Documentos Afectados* : Factura Exportacion , NC Exportacion , ND Exportacion 
 *Descripcion*
Se solicita estimar tiempos estimados para implementar documentos de alcance en el facturador Manual, tareas a realizar: 

- Certificacion 
- Creacion/Instalacion Plantillas : Utilizar como base factura Exportacion de Agunsa (96566940-K) , cambiando solo encabezado (logo + datos de empresa) 

!image-20250610-174309.png|width=770,height=259,alt=""image-20250610-174309.png""!


- Configuracion Plataforma  QA - PRD (solo Server) 
- Acompañamiento en pruebas 
- Apoyo creacion plan Cutover 
- Hypercare

*Consideraciones*
Considerar envio de muestras por cada tipo de documento 
Se adjuntan ejemplos de PDF entregadas por cliente ",Done,13/Jun/25 2:21 PM,10/Jun/25 1:44 PM,"13/Jun/25 2:21 PM;5ebc5e6cad226b0ba456526d;|Item|HH|
|Certificacion Set Exportacion|7|
|Creacion plantillas Exportacion|6|
|testing/hypercare|5|
|Total|18|",,,,,,,,,PSTC-27508,2679330
CHILE - BANCHILE - ESTIMACION HHS MODIFICACION PLANTILLAS Y MAILING ,"*Empresa* : Banchile Corredores De Bolsa S.A., Banchile Administradora General de Fondos S.A.
*Rut*: 96571220-8, 96767630-6  
*Integracion*: MIXTO BO ( Server en Sovos , GW BO en dependencias Banchile)
*Tipo Documento Afectada*: Factura Afecta , Factura Exenta, Nota de Credito , Nota de Debito , Factura de Compra , Set Exportacion (factura exp, nota de credito exp, nota de debito exp), boleta afecta , boleta exenta 

*Descripcion*
Se solicita estimar HHs de esfuerzo para realizar las siguientes modificaciones :

* Cambio Logo en ambos ruts 

!image-20250609-222346.png|width=421,height=449,alt=""image-20250609-222346.png""!
!image-20250609-222406.png|width=665,height=539,alt=""image-20250609-222406.png""!


* Cambio Direccion
+Banchile Corredora de Bolsa+
*DICE*: Agustinas 975 piso 2 Santiago
*DEBE DECIR*: Enrique Foster Sur 20 Of. 601 Piso 6 Comuna Las Condes Ciudad Santiago

 +Banchile AGF SA+
 *DICE*: Agustinas 975 piso 2 Santiago
 *DEBE DECIR*: Enrique Foster Sur 20 Of. 1001 Piso 10 Comuna Las Condes Ciudad Santiago 

Ejemplo PDF Actual 

!image-20250609-222709.png|width=979,height=370,alt=""image-20250609-222709.png""!

!image-20250609-222817.png|width=968,height=372,alt=""image-20250609-222817.png""!

* Cambio Oficina SII 
*DICE*: S.I.I. - SANTIAGO CENTRO
*DEBE DECIR*: S.I.I. - SANTIAGO ORIENTE

* Cambio Mailing

!mailing.jpg|width=715,height=1467,alt=""mailing.jpg""!


*Consideraciones*
- Considerar implementacion en ambiente QA y PRD ( Server y Gateway)
- Se considera envío de archivos de muestras de pdf de ejemplo, para validación por parte de cliente
- Considerar acompañamiento en pruebas 
- Considerar apoyo en plan Cutover 
- Cliente debe enviar al inicio del proyecto archivos de entrada para pruebas 
- Se adjunta SR de cliente 

+Servidores+
Server QA: asp4 
Server PRD: Retail3 
GW QA : 10.200.90.175
GW PRD : 200.10.0.220
GW CONTINGENCIA: 200.10.0.221 ",Done,16/Jun/25 3:06 PM,09/Jun/25 6:39 PM,"16/Jun/25 2:06 PM;5ebc57aaf235020b843a6f2d;Ronald, 

para este cambio se necesita de lo siguiente:

||*ACTIVIDAD*||*HH*||
|Extracción de plantillas desde PRD|1|
|Modificación de templates (2 ruts)|6|
|Muestras|1|
|Ajustes|2|
|Modificación de mailing|4|
|Carga de plantillas en QA|1|
|Carga de plantillas en PRD|1|
|*TOTAL*|*16 HH*|

debo destacar que si quieren que esto sea con fecha de corte en las plantillas se deberian agregar 2 HH mas en la modificación, por lo que el total quedaria en 18 HH, por otro lado recordar que la imagen que mande el cliente no debe ser de un tamaño muy grande ni que pese mucho y debe venir en formato png o jpg, en cuanto al mailing ellos nos deben proporcionar el HTML con el mailing que solicitan para yo poder modificarlo y agregarle los datos que toma desde la plataforma, tambien se debe considerar que las imagenes del mailing deben venir en un link, es decir que las imagenes esten despositadas en un servidor publico.

Saludos.-",,,,,,,,,PSTC-27490,2678637
CHILE - QA- DERCO - ESTIMACION HHS INSTALACION BBDD /REVISION APP GW BO QA,"*Empresa*: Holding Derco  (16 Ruts) 
*Integracion*: MIXTO BO

*Descripcion*
Se solicita estimar HHs asociadas para reinstalacion de bbdd y app de acuerdo a nuevas particiones solicitadas a cliente solicitadas en ticket [https://sovos.atlassian.net/browse/PSTC-27475|https://sovos.atlassian.net/browse/PSTC-27475], actualmente  la base datos tienes que ser instalada y la app ya esta configurada pero sin particiones

*Servidores*

GW BO  QA  APP:  10.91.71.7
GW BO QA BBDD : 10.91.71.5",Done,10/Jun/25 3:24 PM,09/Jun/25 3:33 PM,"09/Jun/25 3:49 PM;5ebc6317a39bb50bb1441398;[~accountid:5ebc612ff235020b843ab01f]  8 hh para plataforma y BD QA, mayor carga en BD se debe configurar parametros exclusivos de linux a windows ademas de tareas que realiza el cliente que son exclusivas de linux adaparse a windows a nivel de plataforma, es lo minimo que se puede realizar en tiempo.",,,,,,,,,PSTC-27482,2678476
[CL][PPL][Estimacion][Melon - Sharedfolder Cemetos configurar 2 carpetas],"Cliente: Melon servicios compartidos 96774640-1

Ambiente: gateway cliente Backoffice

PM: [~accountid:5ebc5cf14e41b90b7b563350] 

Requerimiento:

Cliente genera por canal SHAREDFOLDER. Se solicita validar la factibilidad de tener 2 carpetas dentro del directorio donde se procesan los documentos para poder diferenciar el canal de emisión

Ejemplo

!image-20250609-181405.png|width=149,height=93,alt=""image-20250609-181405.png""!



Los documentos contenidos en las carpetas serán siempre del rut 96774640

Por favor, confirmar si es posible realizar esta configuración y las HH necesarias para esto

Saludos!",Done,10/Jun/25 11:52 AM,09/Jun/25 2:13 PM,09/Jun/25 4:44 PM;5ebc5e6cad226b0ba456526d;[~accountid:5e1643c0d5227b0e9d981cb3] la plataforma no tiene la capacidad de leer 2 directorios para el mismo rut. Esto debe sser revisado en cola CESQ ya que debe ser un desarrollo.,10/Jun/25 11:52 AM;5ebc5e6cad226b0ba456526d;[~accountid:5e1643c0d5227b0e9d981cb3]  de todas formas la estimacion para pasar y configurar el desarollo serian 4 hh. ,,,,,,,,PSTC-27480,2678409
